name,.id,FVTtrait,chrom,start,end,subject,AGI,At_symbol,At_description,perc_ID,aln_length,mismatch,gap_open,qstart,qend,sstart,send,eval,score,UN_network,AveExpr.UN,F.UN,P.Value.UN,adj.P.Val.UN,rank_F.UN
Bra002112,QTL9,CRSTP,A10,11454962,11457018,AT5G17860.1,AT5G17860,CAX7,NA,85.813,1734,219,3,114,1841,1,1713,0,2030,NA,3.7730334523046474,3.8663498887282164,4.473720126417879e-22,3.8227305092145386e-21,25314
Bra002113,QTL9,CRSTP,A10,11449526,11450360,AT5G17870.1,AT5G17870,PSRP6,plastid-specific ribosomal protein 6 precursor (Psrp-6) - like,84.709,327,41,2,359,685,318,1,1e-99,363,NA,6.300034209495083,1.60249172677331,6.013443193399577e-4,9.380421670931498e-4,10291
Bra002114,QTL9,CRSTP,A10,11446617,11449308,AT4G08580.1,AT4G08580,NA,NA,84.174,1308,189,2,626,1915,1308,1,0,1433,NA,4.309095733897743,2.2004248246856175,1.987525246176306e-8,5.53887175633152e-8,18382
Bra002115,QTL9,CRSTP,A10,11432805,11438126,AT5G17910.1,AT5G17910,NA,NA,77.849,1562,198,17,2640,4091,2026,503,0,1314,NA,4.137431196564242,2.1314016318189433,7.086792147075548e-8,1.838922495224129e-7,17621
Bra005991,QTL3,UNiD,A03,1520214,1521869,AT5G08400.2,AT5G08400,NA,NA,89.369,903,87,2,1,894,903,1,0,1195,NA,3.37844719021233,2.390651803269209,5.656791089253867e-10,1.8989331024207246e-9,20129
Bra005992,QTL3,UNiD,A03,1523604,1526070,AT5G08415.1,AT5G08415,LIP1,NA,89.103,1193,106,4,224,1401,1184,1,0,1570,NA,4.881841301611807,3.885653208036692,3.144067694161309e-22,2.704294409127405e-21,25336
Bra005994,QTL3,UNiD,A03,1527639,1532446,AT5G08450.1,AT5G08450,HDC1;RXT3-like,NA,81.433,2806,300,32,220,2853,2757,1,0,2767,NA,6.691202451396365,1.0759624142139963,0.3054278481461667,0.3354647683528564,2568
Bra005995,QTL3,UNiD,A03,1533936,1538437,AT5G08490.1,AT5G08490,SLG1,NA,86.777,2541,330,2,1191,3731,2550,16,0,3065,NA,-0.023489766773228962,1.4252602649700783,0.00772422167660944,0.010440755670943441,7460
Bra005995,QTL5,CRiD,A03,1533936,1538437,AT5G08490.1,AT5G08490,SLG1,NA,86.777,2541,330,2,1191,3731,2550,16,0,3065,NA,-0.023489766773228962,1.4252602649700783,0.00772422167660944,0.010440755670943441,7460
Bra005996,QTL5,CRiD,A03,1533936,1538437,AT5G08490.1,AT5G08490,SLG1,NA,86.777,2541,330,2,1299,3839,2550,16,0,3065,NA,0.7519975182659909,0.9593412989224149,0.5990398943264414,0.6296573913085878,1395
Bra005996,QTL3,UNiD,A03,1533936,1538437,AT5G08490.1,AT5G08490,SLG1,NA,86.777,2541,330,2,1299,3839,2550,16,0,3065,NA,0.7519975182659909,0.9593412989224149,0.5990398943264414,0.6296573913085878,1395
Bra005997,QTL3,UNiD,A03,1541015,1541396,AT5G08520.1,AT5G08520,NA,NA,86.28,379,52,0,3,381,379,1,4.15e-126,450,NA,0.31889009876773555,1.431673744337523,0.007087849082365328,0.009625051276265891,7558
Bra005997,QTL5,CRiD,A03,1541015,1541396,AT5G08520.1,AT5G08520,NA,NA,86.28,379,52,0,3,381,379,1,4.15e-126,450,NA,0.31889009876773555,1.431673744337523,0.007087849082365328,0.009625051276265891,7558
Bra005998,QTL5,CRiD,A03,1542995,1545563,AT5G08530.1,AT5G08530,CI51,NA,92.281,1464,110,1,307,1770,1461,1,0,2129,NA,5.723042292495748,5.035556098834537,5.837173145118293e-31,6.866642582037392e-30,26232
Bra005998,QTL3,UNiD,A03,1542995,1545563,AT5G08530.1,AT5G08530,CI51,NA,92.281,1464,110,1,307,1770,1461,1,0,2129,NA,5.723042292495748,5.035556098834537,5.837173145118293e-31,6.866642582037392e-30,26232
Bra005999,QTL3,UNiD,A03,1545681,1547538,AT2G37220.1,AT2G37220,NA,Encodes a chloroplast RNA binding protein.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase). Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.,70.347,317,51,6,35,323,1,302,1.33e-38,159,NA,1.326289897035896,14.666696228336269,1.9585938527584727e-80,6.889443996426981e-79,27854
Bra005999,QTL5,CRiD,A03,1545681,1547538,AT2G37220.1,AT2G37220,NA,Encodes a chloroplast RNA binding protein.  A substrate of the type III effector HopU1 (mono-ADP-ribosyltransferase). Protein is tyrosine-phosphorylated and its phosphorylation state is modulated in response to ABA in Arabidopsis thaliana seeds.,70.347,317,51,6,35,323,1,302,1.33e-38,159,NA,1.326289897035896,14.666696228336269,1.9585938527584727e-80,6.889443996426981e-79,27854
Bra006000,QTL3,UNiD,A03,1553529,1555448,AT5G08540.1,AT5G08540,NA,NA,79.124,1073,146,12,129,1171,1,1025,0,942,NA,8.575726083742035,2.333390505764729,1.6631192355495823e-9,5.274148478399936e-9,19629
Bra006000,QTL5,CRiD,A03,1553529,1555448,AT5G08540.1,AT5G08540,NA,NA,79.124,1073,146,12,129,1171,1,1025,0,942,NA,8.575726083742035,2.333390505764729,1.6631192355495823e-9,5.274148478399936e-9,19629
Bra006001,QTL5,CRiD,A03,1566622,1568364,AT5G05990.1,AT5G05990,NA,NA,82.4,125,14,4,42,166,447,563,2.88e-25,116,NA,NA,NA,NA,NA,NA
Bra006001,QTL3,UNiD,A03,1566622,1568364,AT5G05990.1,AT5G05990,NA,NA,82.4,125,14,4,42,166,447,563,2.88e-25,116,NA,NA,NA,NA,NA,NA
Bra006003,QTL3,UNiD,A03,1571614,1575304,AT5G08550.1,AT5G08550,ILP1,Encodes a transcriptional repressor that is  homologous to the C-terminal region of mammalian GC binding factor.  It regulates endoreduplication through control of CYC2A expression.,90.417,960,92,0,5,964,2726,1767,0,1317,NA,2.27828248576373,10.2861117110079,5.939227590448592e-62,1.4690748624933583e-60,27510
Bra006003,QTL5,CRiD,A03,1571614,1575304,AT5G08550.1,AT5G08550,ILP1,Encodes a transcriptional repressor that is  homologous to the C-terminal region of mammalian GC binding factor.  It regulates endoreduplication through control of CYC2A expression.,90.417,960,92,0,5,964,2726,1767,0,1317,NA,2.27828248576373,10.2861117110079,5.939227590448592e-62,1.4690748624933583e-60,27510
Bra006004,QTL5,CRiD,A03,1576686,1580002,AT5G08560.1,AT5G08560,NA,NA,86.869,1782,210,6,250,2019,1770,1,0,2154,NA,4.590289255762485,6.9271250734334044,1.237596711612817e-43,2.073607395003871e-42,26958
Bra006004,QTL3,UNiD,A03,1576686,1580002,AT5G08560.1,AT5G08560,NA,NA,86.869,1782,210,6,250,2019,1770,1,0,2154,NA,4.590289255762485,6.9271250734334044,1.237596711612817e-43,2.073607395003871e-42,26958
Bra006007,QTL3,UNiD,A03,1593860,1595196,AT5G08565.1,AT5G08565,NA,NA,87.464,351,44,0,25,375,1,351,1.5e-121,435,NA,5.028492700980325,2.778947246528471,3.467223063652553e-13,1.6329612418069885e-12,22582
Bra006007,QTL5,CRiD,A03,1593860,1595196,AT5G08565.1,AT5G08565,NA,NA,87.464,351,44,0,25,375,1,351,1.5e-121,435,NA,5.028492700980325,2.778947246528471,3.467223063652553e-13,1.6329612418069885e-12,22582
Bra006008,QTL3,UNiD,A03,1595664,1597676,AT5G08570.1,AT5G08570,NA,NA,88.178,1531,181,0,126,1656,1,1531,0,1945,NA,3.638549478761139,1.503337876194596,0.0026192570684421255,0.0037651738273127844,8726
Bra006008,QTL5,CRiD,A03,1595664,1597676,AT5G08570.1,AT5G08570,NA,NA,88.178,1531,181,0,126,1656,1,1531,0,1945,NA,3.638549478761139,1.503337876194596,0.0026192570684421255,0.0037651738273127844,8726
Bra006009,QTL3,UNiD,A03,1596433,1600477,AT5G08580.1,AT5G08580,NA,NA,85.618,1182,134,2,1727,2878,1176,1,0,1389,NA,5.442691531807883,13.244819844667585,5.984355254995332e-75,1.92980310967611e-73,27780
Bra006009,QTL5,CRiD,A03,1596433,1600477,AT5G08580.1,AT5G08580,NA,NA,85.618,1182,134,2,1727,2878,1176,1,0,1389,NA,5.442691531807883,13.244819844667585,5.984355254995332e-75,1.92980310967611e-73,27780
Bra006010,QTL3,UNiD,A03,1601029,1603563,AT5G08590.1,AT5G08590,ASK2;SNRK2-1;SNRK2.1;SRK2G,Encodes a member of SNF1-related protein kinases (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress. Similar to the calcium/calmodulin-dependent protein kinase subfamily and the SNF1 kinase subfamily.,88.949,1104,80,3,1,1104,1,1062,0,1465,NA,4.602157667874342,1.034916540018829,0.4013509808213669,0.43308234835823356,2102
Bra006010,QTL5,CRiD,A03,1601029,1603563,AT5G08590.1,AT5G08590,ASK2;SNRK2-1;SNRK2.1;SRK2G,Encodes a member of SNF1-related protein kinases (SnRK2) whose activity is activated by ionic (salt) and non-ionic (mannitol) osmotic stress. Similar to the calcium/calmodulin-dependent protein kinase subfamily and the SNF1 kinase subfamily.,88.949,1104,80,3,1,1104,1,1062,0,1465,NA,4.602157667874342,1.034916540018829,0.4013509808213669,0.43308234835823356,2102
Bra006011,QTL3,UNiD,A03,1604126,1605968,AT5G02700.1,AT5G02700,NA,NA,66.861,1373,333,30,28,1372,79,1357,2.51e-110,399,NA,-0.02734424964793203,4.401612181061628,3.0334968966057673e-26,3.044968103357638e-25,25813
Bra006011,QTL5,CRiD,A03,1604126,1605968,AT5G02700.1,AT5G02700,NA,NA,66.861,1373,333,30,28,1372,79,1357,2.51e-110,399,NA,-0.02734424964793203,4.401612181061628,3.0334968966057673e-26,3.044968103357638e-25,25813
Bra006012,QTL5,CRiD,A03,1611374,1614527,AT5G08630.1,AT5G08630,NA,NA,86.612,2181,247,3,1,2145,2172,1,0,2645,NA,4.0201004107403,4.259035473593183,3.7671420574085805e-25,3.63501947161862e-24,25698
Bra006012,QTL3,UNiD,A03,1611374,1614527,AT5G08630.1,AT5G08630,NA,NA,86.612,2181,247,3,1,2145,2172,1,0,2645,NA,4.0201004107403,4.259035473593183,3.7671420574085805e-25,3.63501947161862e-24,25698
Bra006013,QTL3,UNiD,A03,1619885,1622697,AT5G08690.1,AT5G08690,NA,"Encodes the mitochondrial ATP synthase beta-subunit.  This subunit is encoded by a multigene family of three members (At5g08670, At5g08680, At5g08690) that shared 98% sequence identity at the amino acid level.",89.826,1671,164,2,267,1931,1671,1,0,2244,NA,8.187114289152698,2.4442256378090166,2.0536719463436588e-10,7.255936327061869e-10,20555
Bra006013,QTL5,CRiD,A03,1619885,1622697,AT5G08690.1,AT5G08690,NA,"Encodes the mitochondrial ATP synthase beta-subunit.  This subunit is encoded by a multigene family of three members (At5g08670, At5g08680, At5g08690) that shared 98% sequence identity at the amino acid level.",89.826,1671,164,2,267,1931,1671,1,0,2244,NA,8.187114289152698,2.4442256378090166,2.0536719463436588e-10,7.255936327061869e-10,20555
Bra006014,QTL3,UNiD,A03,1623357,1627533,AT5G08680.1,AT5G08680,NA,"Encodes the mitochondrial ATP synthase beta-subunit.  This subunit is encoded by a multigene family of three members (At5g08670, At5g08680, At5g08690) that shared 98% sequence identity at the amino acid level.",92.14,1196,94,0,1079,2274,484,1679,0,1734,NA,7.133159971208585,5.540744515762523,1.5208381397809103e-34,1.98630468297217e-33,26474
Bra006014,QTL5,CRiD,A03,1623357,1627533,AT5G08680.1,AT5G08680,NA,"Encodes the mitochondrial ATP synthase beta-subunit.  This subunit is encoded by a multigene family of three members (At5g08670, At5g08680, At5g08690) that shared 98% sequence identity at the amino acid level.",92.14,1196,94,0,1079,2274,484,1679,0,1734,NA,7.133159971208585,5.540744515762523,1.5208381397809103e-34,1.98630468297217e-33,26474
Bra006015,QTL5,CRiD,A03,1628079,1629780,AT5G08790.1,AT5G08790,anac081;ATAF2,"induced by wounding, belongs to a large family of putative transcriptional activators with NAC domain.",86.449,856,95,4,162,1002,850,1,0,1021,NA,2.2184926067804107,2.16909508781811,3.545061918735212e-8,9.575073967053049e-8,18055
Bra006015,QTL3,UNiD,A03,1628079,1629780,AT5G08790.1,AT5G08790,anac081;ATAF2,"induced by wounding, belongs to a large family of putative transcriptional activators with NAC domain.",86.449,856,95,4,162,1002,850,1,0,1021,NA,2.2184926067804107,2.16909508781811,3.545061918735212e-8,9.575073967053049e-8,18055
Bra006016,QTL3,UNiD,A03,1634305,1636769,AT5G09220.1,AT5G09220,AAP2,member of AAAP family,87.854,1482,162,2,129,1592,1,1482,0,1869,NA,0.9277322788852828,1.5459732556427854,0.0014085889045443887,0.0020975185287491448,9417
Bra006016,QTL5,CRiD,A03,1634305,1636769,AT5G09220.1,AT5G09220,AAP2,member of AAAP family,87.854,1482,162,2,129,1592,1,1482,0,1869,NA,0.9277322788852828,1.5459732556427854,0.0014085889045443887,0.0020975185287491448,9417
Bra006017,QTL3,UNiD,A03,1637422,1639777,AT5G09300.1,AT5G09300,NA,NA,85.664,1423,184,6,248,1654,1419,1,0,1638,NA,4.593367271079963,2.1513367202795433,4.9155019897756697e-8,1.3010581760030367e-7,17838
Bra006017,QTL5,CRiD,A03,1637422,1639777,AT5G09300.1,AT5G09300,NA,NA,85.664,1423,184,6,248,1654,1419,1,0,1638,NA,4.593367271079963,2.1513367202795433,4.9155019897756697e-8,1.3010581760030367e-7,17838
Bra006018,QTL3,UNiD,A03,1640490,1641160,AT5G09310.1,AT5G09310,NA,NA,85.649,439,51,1,1,427,441,3,1.36e-145,515,NA,NA,NA,NA,NA,NA
Bra006018,QTL5,CRiD,A03,1640490,1641160,AT5G09310.1,AT5G09310,NA,NA,85.649,439,51,1,1,427,441,3,1.36e-145,515,NA,NA,NA,NA,NA,NA
Bra006019,QTL3,UNiD,A03,1641705,1643247,AT5G09330.1,AT5G09330,ANAC082;NAC082;VNI1,NA,76.385,686,100,12,112,796,1020,396,1.51e-143,509,NA,NA,NA,NA,NA,NA
Bra006019,QTL5,CRiD,A03,1641705,1643247,AT5G09330.1,AT5G09330,ANAC082;NAC082;VNI1,NA,76.385,686,100,12,112,796,1020,396,1.51e-143,509,NA,NA,NA,NA,NA,NA
Bra006020,QTL5,CRiD,A03,1644074,1647928,AT5G09400.1,AT5G09400,KUP7,potassium transporter,89.133,2595,264,3,26,2620,1,2577,0,3411,NA,4.903865924580269,4.0836168560639825,8.681195114288035e-24,7.930927391217636e-23,25531
Bra006020,QTL3,UNiD,A03,1644074,1647928,AT5G09400.1,AT5G09400,KUP7,potassium transporter,89.133,2595,264,3,26,2620,1,2577,0,3411,NA,4.903865924580269,4.0836168560639825,8.681195114288035e-24,7.930927391217636e-23,25531
Bra006021,QTL3,UNiD,A03,1647934,1649119,AT5G09430.1,AT5G09430,NA,NA,88.675,936,106,0,26,961,1,936,0,1211,NA,2.939364582016972,3.0908033330944007,8.954180917047186e-16,5.297120481426098e-15,23823
Bra006021,QTL5,CRiD,A03,1647934,1649119,AT5G09430.1,AT5G09430,NA,NA,88.675,936,106,0,26,961,1,936,0,1211,NA,2.939364582016972,3.0908033330944007,8.954180917047186e-16,5.297120481426098e-15,23823
Bra006022,QTL5,CRiD,A03,1651370,1653106,AT5G09470.1,AT5G09470,DIC3,"Encodes one of the mitochondrial dicarboxylate carriers (DIC): DIC1 (AT2G22500), DIC2 (AT4G24570), DIC3 (AT5G09470).",88.166,1014,114,1,127,1134,1014,1,0,1288,NA,1.2789186848418144,1.9639698876043874,1.4522811435002343e-6,3.1762279388056695e-6,15561
Bra006022,QTL3,UNiD,A03,1651370,1653106,AT5G09470.1,AT5G09470,DIC3,"Encodes one of the mitochondrial dicarboxylate carriers (DIC): DIC1 (AT2G22500), DIC2 (AT4G24570), DIC3 (AT5G09470).",88.166,1014,114,1,127,1134,1014,1,0,1288,NA,1.2789186848418144,1.9639698876043874,1.4522811435002343e-6,3.1762279388056695e-6,15561
Bra006023,QTL3,UNiD,A03,1653210,1654076,AT5G09480.1,AT5G09480,NA,NA,75.369,406,73,3,398,776,416,11,1.61e-78,293,NA,NA,NA,NA,NA,NA
Bra006023,QTL5,CRiD,A03,1653210,1654076,AT5G09480.1,AT5G09480,NA,NA,75.369,406,73,3,398,776,416,11,1.61e-78,293,NA,NA,NA,NA,NA,NA
Bra006024,QTL5,CRiD,A03,1654492,1655105,AT5G09500.1,AT5G09500,NA,NA,89.625,453,44,1,13,462,453,1,3.8e-172,603,NA,4.949341452163727,3.589762931178431,7.362286274845377e-20,5.63884645811561e-19,24926
Bra006024,QTL3,UNiD,A03,1654492,1655105,AT5G09500.1,AT5G09500,NA,NA,89.625,453,44,1,13,462,453,1,3.8e-172,603,NA,4.949341452163727,3.589762931178431,7.362286274845377e-20,5.63884645811561e-19,24926
Bra006025,QTL3,UNiD,A03,1656110,1657021,AT5G09530.1,AT5G09530,PELPK1;PRP10,NA,78.234,657,107,4,173,829,621,1,3.33e-157,554,NA,NA,NA,NA,NA,NA
Bra006025,QTL5,CRiD,A03,1656110,1657021,AT5G09530.1,AT5G09530,PELPK1;PRP10,NA,78.234,657,107,4,173,829,621,1,3.33e-157,554,NA,NA,NA,NA,NA,NA
Bra006026,QTL5,CRiD,A03,1657952,1660767,AT5G09550.1,AT5G09550,GDI,NA,91.33,1338,98,1,1,1320,1,1338,0,1902,NA,0.7554660529800759,1.6575646676148583,2.5496230177924354e-4,4.173857507656095e-4,11157
Bra006026,QTL3,UNiD,A03,1657952,1660767,AT5G09550.1,AT5G09550,GDI,NA,91.33,1338,98,1,1,1320,1,1338,0,1902,NA,0.7554660529800759,1.6575646676148583,2.5496230177924354e-4,4.173857507656095e-4,11157
Bra006027,QTL3,UNiD,A03,1661258,1665510,AT5G09590.1,AT5G09590,HSC70-5;MTHSC70-2,heat shock protein 70 (Hsc70-5); nuclear,86.978,2058,247,3,331,2376,1,2049,0,2509,NA,5.902967176167616,1.7018509383442413,1.2554062076764898e-4,2.1337514176599044e-4,11802
Bra006027,QTL5,CRiD,A03,1661258,1665510,AT5G09590.1,AT5G09590,HSC70-5;MTHSC70-2,heat shock protein 70 (Hsc70-5); nuclear,86.978,2058,247,3,331,2376,1,2049,0,2509,NA,5.902967176167616,1.7018509383442413,1.2554062076764898e-4,2.1337514176599044e-4,11802
Bra006028,QTL3,UNiD,A03,1664614,1666530,AT5G09630.1,AT5G09630,NA,NA,68.453,1157,322,17,166,1296,1161,22,2.09e-111,403,NA,1.1089330177673056,3.162492050462739,2.289173238685498e-16,1.4140490930108998e-15,24028
Bra006028,QTL5,CRiD,A03,1664614,1666530,AT5G09630.1,AT5G09630,NA,NA,68.453,1157,322,17,166,1296,1161,22,2.09e-111,403,NA,1.1089330177673056,3.162492050462739,2.289173238685498e-16,1.4140490930108998e-15,24028
Bra006029,QTL3,UNiD,A03,1668423,1670153,AT5G09650.1,AT5G09650,AtPPa6;PPa6,Encodes a protein with inorganic pyrophosphatase activity.,89.037,903,87,2,178,1068,903,1,0,1184,NA,5.758273058880283,1.4693489381720641,0.004232398553561453,0.0059121181958534195,8146
Bra006029,QTL5,CRiD,A03,1668423,1670153,AT5G09650.1,AT5G09650,AtPPa6;PPa6,Encodes a protein with inorganic pyrophosphatase activity.,89.037,903,87,2,178,1068,903,1,0,1184,NA,5.758273058880283,1.4693489381720641,0.004232398553561453,0.0059121181958534195,8146
Bra006030,QTL3,UNiD,A03,1673019,1673689,AT5G39650.1,AT5G39650,DAU2,NA,87.324,568,69,1,1,568,169,733,0,699,NA,-1.3515214097145223,2.6294016354787324,6.052120808990498e-12,2.5299241666978654e-11,21811
Bra006030,QTL5,CRiD,A03,1673019,1673689,AT5G39650.1,AT5G39650,DAU2,NA,87.324,568,69,1,1,568,169,733,0,699,NA,-1.3515214097145223,2.6294016354787324,6.052120808990498e-12,2.5299241666978654e-11,21811
Bra006031,QTL5,CRiD,A03,1674856,1677307,AT5G09760.1,AT5G09760,NA,NA,86.13,1651,215,4,220,1857,1,1650,0,1939,NA,3.3204796524563793,3.5654259966550472,1.1584205175986614e-19,8.797244873779715e-19,24894
Bra006031,QTL3,UNiD,A03,1674856,1677307,AT5G09760.1,AT5G09760,NA,NA,86.13,1651,215,4,220,1857,1,1650,0,1939,NA,3.3204796524563793,3.5654259966550472,1.1584205175986614e-19,8.797244873779715e-19,24894
Bra006032,QTL5,CRiD,A03,1677876,1679566,AT5G09770.1,AT5G09770,NA,NA,88.602,465,53,0,16,480,465,1,4.63e-171,600,NA,3.5582449743192712,2.4105839212835938,3.881902724075262e-10,1.327524600904087e-9,20286
Bra006032,QTL3,UNiD,A03,1677876,1679566,AT5G09770.1,AT5G09770,NA,NA,88.602,465,53,0,16,480,465,1,4.63e-171,600,NA,3.5582449743192712,2.4105839212835938,3.881902724075262e-10,1.327524600904087e-9,20286
Bra006033,QTL3,UNiD,A03,1690539,1692982,AT5G09810.1,AT5G09810,ACT7;AtACT7,Member of Actin gene family.Mutants are defective in germination and root growth.,90.653,1134,106,0,164,1297,1,1134,0,1568,NA,8.233097133594972,1.1713641566304618,0.1401801989524602,0.16119232856961732,3738
Bra006033,QTL5,CRiD,A03,1690539,1692982,AT5G09810.1,AT5G09810,ACT7;AtACT7,Member of Actin gene family.Mutants are defective in germination and root growth.,90.653,1134,106,0,164,1297,1,1134,0,1568,NA,8.233097133594972,1.1713641566304618,0.1401801989524602,0.16119232856961732,3738
Bra006034,QTL5,CRiD,A03,1693743,1695362,AT5G09820.2,AT5G09820,NA,NA,86.983,822,98,2,269,1081,822,1,0,1e3,NA,3.4286345916882475,1.3796881273827868,0.014004845497539976,0.01830867393513047,6740
Bra006034,QTL3,UNiD,A03,1693743,1695362,AT5G09820.2,AT5G09820,NA,NA,86.983,822,98,2,269,1081,822,1,0,1e3,NA,3.4286345916882475,1.3796881273827868,0.014004845497539976,0.01830867393513047,6740
Bra006035,QTL5,CRiD,A03,1697372,1699881,AT5G09850.1,AT5G09850,NA,NA,82.369,1072,123,12,368,1385,1060,1,0,1086,NA,6.094112907283287,1.6799974437980925,1.7842957463386436e-4,2.981418106664116e-4,11512
Bra006035,QTL3,UNiD,A03,1697372,1699881,AT5G09850.1,AT5G09850,NA,NA,82.369,1072,123,12,368,1385,1060,1,0,1086,NA,6.094112907283287,1.6799974437980925,1.7842957463386436e-4,2.981418106664116e-4,11512
Bra006036,QTL5,CRiD,A03,1702661,1708723,AT5G09870.1,AT5G09870,CESA5;MUM3,"Encodes a cellulose synthase isomer, related to CESA6.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening.",85.141,3237,448,7,1,3231,1,3210,0,3667,NA,5.531067960027886,1.8687288399350825,7.681611600396981e-6,1.529812027510807e-5,14274
Bra006036,QTL3,UNiD,A03,1702661,1708723,AT5G09870.1,AT5G09870,CESA5;MUM3,"Encodes a cellulose synthase isomer, related to CESA6.  As inferred from the null role of secondary wall-type CesAs, included in a set of five primary wall-type CesAs that may support trichome cell wall thickening.",85.141,3237,448,7,1,3231,1,3210,0,3667,NA,5.531067960027886,1.8687288399350825,7.681611600396981e-6,1.529812027510807e-5,14274
Bra006037,QTL3,UNiD,A03,1709619,1709942,AT5G09876.1,AT5G09876,NA,NA,79.783,277,44,3,45,309,42,318,2.68e-64,244,NA,NA,NA,NA,NA,NA
Bra006037,QTL5,CRiD,A03,1709619,1709942,AT5G09876.1,AT5G09876,NA,NA,79.783,277,44,3,45,309,42,318,2.68e-64,244,NA,NA,NA,NA,NA,NA
Bra006038,QTL5,CRiD,A03,1711245,1714540,AT5G09900.3,AT5G09900,EMB2107;MSA;RPN5A,Encodes one of two isoforms for the 26S proteasome regulatory protein (RN) subunit RPN5. For many functions it acts redundantly with the paralogous gene RPN5b but also appears to exert independent effects.,89.705,1389,129,6,204,1579,1388,1,0,1846,NA,6.56299318917534,2.200416057631169,1.987847807397183e-8,5.539232206693472e-8,18381
Bra006038,QTL3,UNiD,A03,1711245,1714540,AT5G09900.3,AT5G09900,EMB2107;MSA;RPN5A,Encodes one of two isoforms for the 26S proteasome regulatory protein (RN) subunit RPN5. For many functions it acts redundantly with the paralogous gene RPN5b but also appears to exert independent effects.,89.705,1389,129,6,204,1579,1388,1,0,1846,NA,6.56299318917534,2.200416057631169,1.987847807397183e-8,5.539232206693472e-8,18381
